mall_name,address,longitude,latitude 
国和1000广场,国和路1000号,121.5264,31.3186
1088广场,浦东南路1088号,121.5151,31.2281
巴黎春天,成山路1993号,121.5357,31.1790
唐人幸福里,陈春路109号,121.5546,31.1735
新华联购物中心,申滨路473号,121.3091,31.2011
龙湖北城天街,潘广路与陆翔路交叉口,121.3591,31.3617
日月光中心广场,徐家汇路618号,121.4684,31.2063
保利时光里购物中心,瑞平路230号,121.4559,31.1820
永安百货,南京东路635号,121.4784,31.2352
梅龙镇伊势丹百货,南京西路1038号,121.4571,31.2290
百联金山购物中心,卫清西路168弄99号,121.3477,30.7318
上海世贸商城,延安西路2299号,121.4007,31.2018
东方商厦,漕溪北路8号,121.4380,31.1932
悠迈生活广场,四平路2500号,121.5160,31.2984
北翼生活广场,水产路竹韵路,121.4434,31.3665
万科2049海上传奇,御桥路1949号4-404,121.5719,31.1589
星游城,天钥桥路580号地铁4号线上海体育场4号口出,121.4426,31.1853
淮海755,淮海中路755号,121.4642,31.2187
苏宁生活广场,南奉公路7500号,121.4887,30.9183
天物空间,杨高中路2108号,121.5572,31.2321
证大大拇指广场,芳甸路199弄28号B,121.5597,31.2270
金桥太茂商业广场,金高路1882号,121.6087,31.2667
悦达889广场,万航渡路889号,121.4287,31.2294
东方商厦,卫清西路168弄99号百联金山购物中心内,121.3484,30.7302
百联西郊购物中心,仙霞西路88号,121.3703,31.2089
罗宾森购物中心,城中路138号,121.2455,31.3845
虹桥·食尚天地,沪青平公路1899号,121.2777,31.1668
城开YOYO,上海徐家汇天钥桥路123号,121.4420,31.1924
东方商厦,城中路66号,121.2484,31.3804
锦绣坊,锦延路329号,121.5426,31.2157
七巧国,隆昌路588号,121.5436,31.2750
中星城,钦州南路271号,121.4286,31.1588
正大乐城,中山南二路699号,121.4580,31.1866
港陆广场,上海西藏中路18号,121.4786,31.2294
汇宝购物广场,漕宝路3509号,121.3497,31.1561
汇金百货,天山路900号,121.4048,31.2114
日月光中心,城北路338号,121.2374,31.3906
百脑汇,漕溪北路339号,121.4384,31.1910
金鹰国际购物广场,陕西北路278号金鹰购物广场,121.4545,31.2290
富都广场,东方路1369号,121.5291,31.2122
百联徐汇商业广场,华山路2038号,121.4373,31.1971
瑞虹生活广场,临平路133弄瑞虹新城内,121.4995,31.2611
汇金奥特莱斯,沪闵路9001-3号,121.4281,31.1547
万都商城,兴义路8号万都中心大厦内,121.4052,31.2050
宝龙城,漕宝路3299号,121.3542,31.1587
太平洋生活广场,民星路378号,121.5393,31.3123
环龙商厦,闸北区梅园路330号中亚美爵酒店6楼,121.4562,31.2473
五彩城,宝翔路801号,121.3173,31.3115
松江商城,中山中路188号1楼,121.2340,31.0070
世博源5区,上南路168号世博源,121.4933,31.1798
宝龙城市广场,剑川路与尚义路交叉口北200米路西,121.4507,31.0379
