mall_name,address,
万达百货,黑龙江中路1138-8号,
万达百货,延吉路118号,
,,
纪念日百货,李村街道向阳路94号步行街,
,,
上海老佛爷百货,浦东南路899号,
,,
BFC南区商场,中山东二路600号,
,,
,,
世界广场,浦东南路855号,
城开YOYO,上海徐家汇天钥桥路123号,
,,
,,
,,
,,
,,
梅龙镇伊势丹百货,南京西路1038号,
,,
大悦城,小东路9号,
中兴方城,太原北街86号中兴商业大厦8楼,
tanni卓展购物中心店,北京街7-1号卓展购物中心4层,
西都商业城,新华街小六路30号,
,,
,,
地一大道,长江街15号碧塘公园,
,,
,,
,,
,,
,,
曼哈数码广场,华强北路2022号曼哈数码广场1-5楼,
,,
新洲,新洲路中城天邑裙楼吉之岛商场T-111商铺,
天虹,文心五路文心五路30-2号保利文化广场C区1-4层,
石厦新港商城,石厦北路二街89号,
天虹,白石路168号京基百纳广场B1-2楼,
乐淘里商场,华强北路1019号,
,,
,,
,,
九龙城购物广场,东门中路2013号,
,,
,,
华南城港台馆,平新北路华南城1号交易广场海峡两岸商品交易物流中心,
世贸百货,龙翔大道世贸中心C区二层,
,,
,,
,,
,,
叮梆小镇,深南东路3020号ddm百货广场1层,
华联街,深南中路2006-2号,
,,
中威商业广场,人民北路1008-10号中威大厦,
,,
绿宝广场购物中心,邓尉路与长江路交口东北角,
,,
Ｄ26潮玩星球,天津天河城购物中心2F,
于家堡堡子里21号文化创意社区,于家堡站环球购商业街,
,,
,,
,,
,,
,,
万达百货,津滨大道53号河东万达广场3层,
,,
武汉国际广场,汉口区解放大道557号,
,,
,,
,,
,,
,,
,,
,,
,,
中心百货大楼,江汉路129号中百商厦,
武广,解放大道668号国广7楼,
,,
,,
,,
,,
万达百货,雁塔北路8号万达广场1-4层,
CityOn熙地港（西安）购物中心,未央路170号,
,,
百盛,金花南路59号,
,,
丹尼斯七天地缤纷娱乐,众意路与商务外环路交叉口东南100米,
,,
汇美尚城,黄河路经八路西南建文新世界1-2层,
,,
,,
,,
